fund_code,fund_name,综合评分,sharpe_ratio,max_drawdown,manager_term,concentration,num_holdings
000404,鏄撴柟杈炬柊鍏存垚闀跨伒娲婚厤缃,0.2095736754888356,,,,34.629999999999995,10.0
001480,璐㈤氭垚闀夸紭閫夋贩鍚圓,0.20681519664037357,,,,78.75000000000001,10.0
000522,鍗庢鼎鍏冨ぇ淇℃伅浼犲獟绉戞妧娣峰悎A,0.20271915115321146,,,,57.11,10.0
000462,鍐滈摱涓婚樿疆鍔ㄦ贩鍚圓,0.1980006701342128,,,,34.0,10.0
000531,涓滃惔闃垮皵娉曠伒娲婚厤缃娣峰悎A,0.1977078753671793,,,,75.64,10.0
001448,鍗庡晢鍙岀考骞宠　娣峰悎A,0.19594766122780277,,,,18.599999999999998,10.0
000039,鍐滈摱楂樺為暱娣峰悎,0.1941181568804683,,,,33.58,10.0
000534,闀跨洓楂樼瑁呭囨贩鍚圓,0.19045907229291015,,,,48.260000000000005,10.0
001322,涓滃惔鏂拌秼鍔夸环鍊肩嚎娣峰悎,0.19032147089526666,,,,83.17000000000002,10.0
001613,闀垮煄涔呯ゥ娣峰悎A,0.1859899980761153,,,,64.47999999999999,10.0
001076,鏄撴柟杈炬敼闈╃孩鍒╂贩鍚,0.18343142868743628,,,,46.53,10.0
001323,涓滃惔绉诲姩浜掕仈娣峰悎A,0.18215945627298372,,,,83.33999999999999,10.0
001532,鍗庡畨鏂囦綋鍋ュ悍娣峰悎A,0.18006245225862932,,,,26.669999999999998,10.0
001173,涓娆х懢鍜岀伒娲婚厤缃娣峰悎A,0.1659902105762054,,,,58.91,10.0
000598,闀跨洓鐢熸佺幆澧冩贩鍚,0.15481134735302682,,,,48.4,10.0
001071,鍗庡畨濯掍綋浜掕仈缃戞贩鍚圓,0.14942213256742232,,,,34.9,10.0
001125,鍗氭椂浜掕仈缃戜富棰樼伒娲婚厤缃娣峰悎,0.1423642228776838,,,,32.11,10.0
001581,鍗庡畨娌娓娣遍氱簿閫夌伒娲婚厤缃娣峰悎A,0.14186049900333664,,,,44.739999999999995,10.0
001018,鏄撴柟杈炬柊缁忔祹娣峰悎,0.13213099264484063,,,,42.23,10.0
001606,鍐滈摱宸ヤ笟4.0娣峰悎,0.1295965647842574,,,,33.33,10.0
001664,骞冲畨閼瀹夋贩鍚圓,0.12318161206363011,,,,69.75000000000001,10.0
001665,骞冲畨閼瀹夋贩鍚圕,0.12061280472418057,,,,69.75000000000001,10.0
001244,鍗庢嘲鏌忕憺閲忓寲鏅烘収娣峰悎A,0.1163914373088685,,,,8.68,10.0
001069,鍗庢嘲鏌忕憺娑堣垂鎴愰暱娣峰悎,0.08905837794886567,,,,54.169999999999995,10.0
001466,鍗庡瘜姘搁懌鐏垫椿閰嶇疆娣峰悎A,0.07437308868501528,,,,89.27000000000001,10.0
001467,鍗庡瘜姘搁懌鐏垫椿閰嶇疆娣峰悎C,0.07339449541284404,,,,89.27000000000001,10.0
001518,涓囧剁憺鍏寸伒娲婚厤缃娣峰悎A,0.0665034514188745,,,,44.35,10.0
001563,鍗庡瘜鍋ュ悍鏂囧ū鐏垫椿閰嶇疆娣峰悎A,0.042292898740291886,,,,65.33999999999999,10.0
001302,鍓嶆捣寮婧愰噾閾剁彔瀹濇贩鍚圓,0.032622740621251575,,,,84.47000000000001,10.0
001287,瀹変俊浼樺娍澧為暱娣峰悎A,0.02796873061173845,,,,66.72999999999999,10.0
